Month,Agency,Projection,Recovery
09/01/2023,LIRR,Best Case (Dec 2020),0.86
09/01/2023,LIRR,Midpoint (Dec 2020),0.785
09/01/2023,LIRR,Worst Case (Dec 2020),0.71
09/01/2023,LIRR,Best Case (Apr 2022),0.744
09/01/2023,LIRR,Worst Case (Apr 2022),0.633
09/01/2023,MNR,Best Case (Dec 2020),0.83
09/01/2023,MNR,Midpoint (Dec 2020),0.74
09/01/2023,MNR,Worst Case (Dec 2020),0.65
09/01/2023,MNR,Best Case (Apr 2022),0.701
09/01/2023,MNR,Midpoint (Apr 2022),0.6375
09/01/2023,MNR,Worst Case (Apr 2022),0.574
09/01/2023,SIR,Best Case (Dec 2020),0.91
09/01/2023,SIR,Midpoint (Dec 2020),0.865
09/01/2023,SIR,Worst Case (Dec 2020),0.82
09/01/2023,SIR,Best Case (Apr 2022),0.75
09/01/2023,SIR,Midpoint (Apr 2022),0.6432
09/01/2023,SIR,Worst Case (Apr 2022),0.643
09/01/2023,BT,Best Case (May 2020),1
09/01/2023,BT,Midpoint (May 2020),1
09/01/2023,BT,Worst Case (May 2020),1
09/01/2023,BT,Best Case (Nov 2020),1
09/01/2023,BT,Midpoint (Nov 2020),0.97
09/01/2023,BT,Worst Case (Nov 2020),0.94
09/01/2023,BT,Best Case (Dec 2020),1
09/01/2023,BT,Midpoint (Dec 2020),0.97
09/01/2023,BT,Worst Case (Dec 2020),0.94
09/01/2023,MTA Consolidated,Best Case (May 2020),1
09/01/2023,MTA Consolidated,Midpoint (May 2020),1
09/01/2023,MTA Consolidated,Worst Case (May 2020),1
09/01/2023,MTA Consolidated,Best Case (Nov 2020),0.91
09/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.815
09/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.72
09/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
09/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
09/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
09/01/2023,MTA Consolidated,Best Case (Apr 2022),0.758
09/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.703
09/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.648
10/01/2023,Subway,Best Case (Dec 2020),0.91
10/01/2023,Subway,Midpoint (Dec 2020),0.865
10/01/2023,Subway,Worst Case (Dec 2020),0.82
10/01/2023,Subway,Best Case (Apr 2022),0.765
10/01/2023,Subway,Midpoint (Apr 2022),0.7087
10/01/2023,Subway,Worst Case (Apr 2022),0.653
10/01/2023,Bus,Best Case (Dec 2020),0.9
10/01/2023,Bus,Midpoint (Dec 2020),0.865
10/01/2023,Bus,Worst Case (Dec 2020),0.83
10/01/2023,Bus,Best Case (Apr 2022),0.801
10/01/2023,Bus,Midpoint (Apr 2022),0.741
10/01/2023,Bus,Worst Case (Apr 2022),0.681
10/01/2023,LIRR,Best Case (Dec 2020),0.86
10/01/2023,LIRR,Midpoint (Dec 2020),0.785
10/01/2023,LIRR,Worst Case (Dec 2020),0.71
10/01/2023,LIRR,Best Case (Apr 2022),0.758
10/01/2023,LIRR,Midpoint (Apr 2022),0.7032
10/01/2023,LIRR,Worst Case (Apr 2022),0.649
10/01/2023,MNR,Best Case (Dec 2020),0.83
10/01/2023,MNR,Midpoint (Dec 2020),0.74
10/01/2023,MNR,Worst Case (Dec 2020),0.65
10/01/2023,MNR,Best Case (Apr 2022),0.718
10/01/2023,MNR,Midpoint (Apr 2022),0.6525
10/01/2023,MNR,Worst Case (Apr 2022),0.587
10/01/2023,SIR,Best Case (Dec 2020),0.91
10/01/2023,SIR,Midpoint (Dec 2020),0.865
10/01/2023,SIR,Worst Case (Dec 2020),0.82
10/01/2023,SIR,Best Case (Apr 2022),0.765
10/01/2023,SIR,Midpoint (Apr 2022),0.6528
10/01/2023,SIR,Worst Case (Apr 2022),0.653
10/01/2023,BT,Best Case (May 2020),1
10/01/2023,BT,Midpoint (May 2020),1
10/01/2023,BT,Worst Case (May 2020),1
10/01/2023,BT,Best Case (Nov 2020),1
10/01/2023,BT,Midpoint (Nov 2020),0.97
10/01/2023,BT,Worst Case (Nov 2020),0.94
10/01/2023,BT,Best Case (Dec 2020),1
10/01/2023,BT,Midpoint (Dec 2020),0.97
10/01/2023,BT,Worst Case (Dec 2020),0.94
10/01/2023,MTA Consolidated,Best Case (May 2020),1
10/01/2023,MTA Consolidated,Midpoint (May 2020),1
10/01/2023,MTA Consolidated,Worst Case (May 2020),1
10/01/2023,MTA Consolidated,Best Case (Nov 2020),0.91
10/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.825
10/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.74
10/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
10/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
10/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
10/01/2023,MTA Consolidated,Best Case (Apr 2022),0.772
10/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.715
10/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.657
11/01/2023,Subway,Best Case (Dec 2020),0.91
11/01/2023,Subway,Midpoint (Dec 2020),0.865
11/01/2023,Subway,Worst Case (Dec 2020),0.82
11/01/2023,Subway,Best Case (Apr 2022),0.767
11/01/2023,Subway,Midpoint (Apr 2022),0.7092
11/01/2023,Subway,Worst Case (Apr 2022),0.651
11/01/2023,Bus,Best Case (Dec 2020),0.9
11/01/2023,Bus,Midpoint (Dec 2020),0.865
11/01/2023,Bus,Worst Case (Dec 2020),0.83
11/01/2023,Bus,Best Case (Apr 2022),0.802
11/01/2023,Bus,Midpoint (Apr 2022),0.7408
11/01/2023,Bus,Worst Case (Apr 2022),0.68
11/01/2023,LIRR,Best Case (Dec 2020),0.86
11/01/2023,LIRR,Midpoint (Dec 2020),0.785
11/01/2023,LIRR,Worst Case (Dec 2020),0.71
11/01/2023,LIRR,Best Case (Apr 2022),0.766
11/01/2023,LIRR,Midpoint (Apr 2022),0.7068
11/01/2023,LIRR,Worst Case (Apr 2022),0.647
11/01/2023,MNR,Best Case (Dec 2020),0.83
11/01/2023,MNR,Midpoint (Dec 2020),0.74
11/01/2023,MNR,Worst Case (Dec 2020),0.65
11/01/2023,MNR,Best Case (Apr 2022),0.726
11/01/2023,MNR,Midpoint (Apr 2022),0.656
11/01/2023,MNR,Worst Case (Apr 2022),0.586
11/01/2023,SIR,Best Case (Dec 2020),0.91
11/01/2023,SIR,Midpoint (Dec 2020),0.865
11/01/2023,SIR,Worst Case (Dec 2020),0.82
11/01/2023,SIR,Best Case (Apr 2022),0.767
11/01/2023,SIR,Midpoint (Apr 2022),0.6515
11/01/2023,SIR,Worst Case (Apr 2022),0.651
11/01/2023,BT,Best Case (May 2020),1
11/01/2023,BT,Midpoint (May 2020),1
11/01/2023,BT,Worst Case (May 2020),1
11/01/2023,BT,Best Case (Nov 2020),1
11/01/2023,BT,Midpoint (Nov 2020),0.97
11/01/2023,BT,Worst Case (Nov 2020),0.94
11/01/2023,BT,Best Case (Dec 2020),1
11/01/2023,BT,Midpoint (Dec 2020),0.97
11/01/2023,BT,Worst Case (Dec 2020),0.94
11/01/2023,MTA Consolidated,Best Case (May 2020),1
11/01/2023,MTA Consolidated,Midpoint (May 2020),1
11/01/2023,MTA Consolidated,Worst Case (May 2020),1
11/01/2023,MTA Consolidated,Best Case (Nov 2020),0.91
11/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.825
11/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.74
11/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
11/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
11/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
11/01/2023,MTA Consolidated,Best Case (Apr 2022),0.774
11/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.715
11/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.656
12/01/2023,Subway,Best Case (Dec 2020),0.91
12/01/2023,Subway,Midpoint (Dec 2020),0.865
12/01/2023,Subway,Worst Case (Dec 2020),0.82
12/01/2023,Subway,Best Case (Apr 2022),0.769
12/01/2023,Subway,Midpoint (Apr 2022),0.7097
12/01/2023,Subway,Worst Case (Apr 2022),0.65
12/01/2023,Bus,Best Case (Dec 2020),0.9
12/01/2023,Bus,Midpoint (Dec 2020),0.865
12/01/2023,Bus,Worst Case (Dec 2020),0.83
12/01/2023,Bus,Best Case (Apr 2022),0.803
12/01/2023,Bus,Midpoint (Apr 2022),0.7406
12/01/2023,Bus,Worst Case (Apr 2022),0.678
12/01/2023,LIRR,Best Case (Dec 2020),0.86
12/01/2023,LIRR,Midpoint (Dec 2020),0.785
12/01/2023,LIRR,Worst Case (Dec 2020),0.71
12/01/2023,LIRR,Best Case (Apr 2022),0.775
12/01/2023,LIRR,Midpoint (Apr 2022),0.7103
12/01/2023,LIRR,Worst Case (Apr 2022),0.646
12/01/2023,MNR,Best Case (Dec 2020),0.83
12/01/2023,MNR,Midpoint (Dec 2020),0.74
12/01/2023,MNR,Worst Case (Dec 2020),0.65
12/01/2023,MNR,Best Case (Apr 2022),0.734
12/01/2023,MNR,Midpoint (Apr 2022),0.6595
12/01/2023,MNR,Worst Case (Apr 2022),0.585
12/01/2023,SIR,Best Case (Dec 2020),0.91
12/01/2023,SIR,Midpoint (Dec 2020),0.865
12/01/2023,SIR,Worst Case (Dec 2020),0.82
12/01/2023,SIR,Best Case (Apr 2022),0.769
12/01/2023,SIR,Midpoint (Apr 2022),0.6502
12/01/2023,SIR,Worst Case (Apr 2022),0.65
12/01/2023,BT,Best Case (May 2020),1
12/01/2023,BT,Midpoint (May 2020),1
12/01/2023,BT,Worst Case (May 2020),1
12/01/2023,BT,Best Case (Nov 2020),1
12/01/2023,BT,Midpoint (Nov 2020),0.97
12/01/2023,BT,Worst Case (Nov 2020),0.94
12/01/2023,BT,Best Case (Dec 2020),1
12/01/2023,BT,Midpoint (Dec 2020),0.97
12/01/2023,BT,Worst Case (Dec 2020),0.94
12/01/2023,MTA Consolidated,Best Case (May 2020),1
12/01/2023,MTA Consolidated,Midpoint (May 2020),1
12/01/2023,MTA Consolidated,Worst Case (May 2020),1
12/01/2023,MTA Consolidated,Best Case (Nov 2020),0.91
12/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.825
12/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.74
12/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
12/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
12/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
12/01/2023,MTA Consolidated,Best Case (Apr 2022),0.777
12/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.716
12/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.655
01/01/2024,Subway,Best Case (Dec 2020),0.92
01/01/2024,Subway,Midpoint (Dec 2020),0.875
01/01/2024,Subway,Worst Case (Dec 2020),0.83
01/01/2024,Subway,Best Case (Apr 2022),0.772
01/01/2024,Subway,Midpoint (Apr 2022),0.7089
01/01/2024,Subway,Worst Case (Apr 2022),0.646
01/01/2024,Bus,Best Case (Dec 2020),0.91
01/01/2024,Bus,Midpoint (Dec 2020),0.875
01/01/2024,Bus,Worst Case (Dec 2020),0.84
01/01/2024,Bus,Best Case (Apr 2022),0.796
01/01/2024,Bus,Midpoint (Apr 2022),0.7326
01/01/2024,Bus,Worst Case (Apr 2022),0.669
01/01/2024,LIRR,Best Case (Dec 2020),0.87
01/01/2024,LIRR,Midpoint (Dec 2020),0.795
01/01/2024,LIRR,Worst Case (Dec 2020),0.72
01/01/2024,LIRR,Best Case (Apr 2022),0.791
01/01/2024,LIRR,Midpoint (Apr 2022),0.7163
01/01/2024,LIRR,Worst Case (Apr 2022),0.642
01/01/2024,MNR,Best Case (Dec 2020),0.83
01/01/2024,MNR,Midpoint (Dec 2020),0.74
01/01/2024,MNR,Worst Case (Dec 2020),0.65
01/01/2024,MNR,Best Case (Apr 2022),0.75
01/01/2024,MNR,Midpoint (Apr 2022),0.6661
01/01/2024,MNR,Worst Case (Apr 2022),0.582
01/01/2024,SIR,Best Case (Dec 2020),0.92
01/01/2024,SIR,Midpoint (Dec 2020),0.875
01/01/2024,SIR,Worst Case (Dec 2020),0.83
01/01/2024,SIR,Best Case (Apr 2022),0.772
01/01/2024,SIR,Midpoint (Apr 2022),0.6458
01/01/2024,SIR,Worst Case (Apr 2022),0.646
01/01/2024,BT,Best Case (May 2020),1
01/01/2024,BT,Midpoint (May 2020),1
01/01/2024,BT,Worst Case (May 2020),1
01/01/2024,BT,Best Case (Nov 2020),1
01/01/2024,BT,Midpoint (Nov 2020),0.97
01/01/2024,BT,Worst Case (Nov 2020),0.94
01/01/2024,BT,Best Case (Dec 2020),1
01/01/2024,BT,Midpoint (Dec 2020),0.97
01/01/2024,BT,Worst Case (Dec 2020),0.94
01/01/2024,MTA Consolidated,Best Case (May 2020),1
01/01/2024,MTA Consolidated,Midpoint (May 2020),1
01/01/2024,MTA Consolidated,Worst Case (May 2020),1
01/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
01/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.84
01/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.76
01/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
01/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
01/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
01/01/2024,MTA Consolidated,Best Case (Apr 2022),0.778
01/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.714
01/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.649
02/01/2024,Subway,Best Case (Dec 2020),0.92
02/01/2024,Subway,Midpoint (Dec 2020),0.875
02/01/2024,Subway,Worst Case (Dec 2020),0.83
02/01/2024,Subway,Best Case (Apr 2022),0.774
02/01/2024,Subway,Midpoint (Apr 2022),0.7108
02/01/2024,Subway,Worst Case (Apr 2022),0.648
02/01/2024,Bus,Best Case (Dec 2020),0.91
02/01/2024,Bus,Midpoint (Dec 2020),0.875
02/01/2024,Bus,Worst Case (Dec 2020),0.84
02/01/2024,Bus,Best Case (Apr 2022),0.805
02/01/2024,Bus,Midpoint (Apr 2022),0.7403
02/01/2024,Bus,Worst Case (Apr 2022),0.676
02/01/2024,LIRR,Best Case (Dec 2020),0.87
02/01/2024,LIRR,Midpoint (Dec 2020),0.795
02/01/2024,LIRR,Worst Case (Dec 2020),0.72
02/01/2024,LIRR,Best Case (Apr 2022),0.793
02/01/2024,LIRR,Midpoint (Apr 2022),0.7175
02/01/2024,LIRR,Worst Case (Apr 2022),0.642
02/01/2024,MNR,Best Case (Dec 2020),0.83
02/01/2024,MNR,Midpoint (Dec 2020),0.74
02/01/2024,MNR,Worst Case (Dec 2020),0.65
02/01/2024,MNR,Best Case (Apr 2022),0.751
02/01/2024,MNR,Midpoint (Apr 2022),0.6665
02/01/2024,MNR,Worst Case (Apr 2022),0.582
02/01/2024,SIR,Best Case (Dec 2020),0.92
02/01/2024,SIR,Midpoint (Dec 2020),0.875
02/01/2024,SIR,Worst Case (Dec 2020),0.83
02/01/2024,SIR,Best Case (Apr 2022),0.774
02/01/2024,SIR,Midpoint (Apr 2022),0.6475
02/01/2024,SIR,Worst Case (Apr 2022),0.648
02/01/2024,BT,Best Case (May 2020),1
02/01/2024,BT,Midpoint (May 2020),1
02/01/2024,BT,Worst Case (May 2020),1
02/01/2024,BT,Best Case (Nov 2020),1
02/01/2024,BT,Midpoint (Nov 2020),0.97
02/01/2024,BT,Worst Case (Nov 2020),0.94
02/01/2024,BT,Best Case (Dec 2020),1
02/01/2024,BT,Midpoint (Dec 2020),0.97
02/01/2024,BT,Worst Case (Dec 2020),0.94
02/01/2024,MTA Consolidated,Best Case (May 2020),1
02/01/2024,MTA Consolidated,Midpoint (May 2020),1
02/01/2024,MTA Consolidated,Worst Case (May 2020),1
02/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
02/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.84
02/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.76
02/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
02/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
02/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
02/01/2024,MTA Consolidated,Best Case (Apr 2022),0.782
02/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.717
02/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.652
03/01/2024,Subway,Best Case (Dec 2020),0.92
03/01/2024,Subway,Midpoint (Dec 2020),0.875
03/01/2024,Subway,Worst Case (Dec 2020),0.83
03/01/2024,Subway,Best Case (Apr 2022),0.776
03/01/2024,Subway,Midpoint (Apr 2022),0.7128
03/01/2024,Subway,Worst Case (Apr 2022),0.649
03/01/2024,Bus,Best Case (Dec 2020),0.91
03/01/2024,Bus,Midpoint (Dec 2020),0.875
03/01/2024,Bus,Worst Case (Dec 2020),0.84
03/01/2024,Bus,Best Case (Apr 2022),0.813
03/01/2024,Bus,Midpoint (Apr 2022),0.7479
03/01/2024,Bus,Worst Case (Apr 2022),0.683
03/01/2024,LIRR,Best Case (Dec 2020),0.87
03/01/2024,LIRR,Midpoint (Dec 2020),0.795
03/01/2024,LIRR,Worst Case (Dec 2020),0.72
03/01/2024,LIRR,Best Case (Apr 2022),0.794
03/01/2024,LIRR,Midpoint (Apr 2022),0.7187
03/01/2024,LIRR,Worst Case (Apr 2022),0.643
03/01/2024,MNR,Best Case (Dec 2020),0.83
03/01/2024,MNR,Midpoint (Dec 2020),0.74
03/01/2024,MNR,Worst Case (Dec 2020),0.65
03/01/2024,MNR,Best Case (Apr 2022),0.751
03/01/2024,MNR,Midpoint (Apr 2022),0.667
03/01/2024,MNR,Worst Case (Apr 2022),0.583
03/01/2024,SIR,Best Case (Dec 2020),0.92
03/01/2024,SIR,Midpoint (Dec 2020),0.875
03/01/2024,SIR,Worst Case (Dec 2020),0.83
03/01/2024,SIR,Best Case (Apr 2022),0.776
03/01/2024,SIR,Midpoint (Apr 2022),0.6492
03/01/2024,SIR,Worst Case (Apr 2022),0.649
03/01/2024,BT,Best Case (May 2020),1
03/01/2024,BT,Midpoint (May 2020),1
03/01/2024,BT,Worst Case (May 2020),1
03/01/2024,BT,Best Case (Nov 2020),1
03/01/2024,BT,Midpoint (Nov 2020),0.97
03/01/2024,BT,Worst Case (Nov 2020),0.94
03/01/2024,BT,Best Case (Dec 2020),1
03/01/2024,BT,Midpoint (Dec 2020),0.97
03/01/2024,BT,Worst Case (Dec 2020),0.94
03/01/2024,MTA Consolidated,Best Case (May 2020),1
03/01/2024,MTA Consolidated,Midpoint (May 2020),1
03/01/2024,MTA Consolidated,Worst Case (May 2020),1
03/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
03/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.84
03/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.76
03/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
03/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
03/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
03/01/2024,MTA Consolidated,Best Case (Apr 2022),0.786
03/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.72
03/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.655
04/01/2024,Subway,Best Case (Dec 2020),0.92
04/01/2024,Subway,Midpoint (Dec 2020),0.875
04/01/2024,Subway,Worst Case (Dec 2020),0.83
04/01/2024,Subway,Best Case (Apr 2022),0.772
04/01/2024,Subway,Midpoint (Apr 2022),0.7086
04/01/2024,Subway,Worst Case (Apr 2022),0.645
04/01/2024,Bus,Best Case (Dec 2020),0.91
04/01/2024,Bus,Midpoint (Dec 2020),0.875
04/01/2024,Bus,Worst Case (Dec 2020),0.84
04/01/2024,Bus,Best Case (Apr 2022),0.825
04/01/2024,Bus,Midpoint (Apr 2022),0.7586
04/01/2024,Bus,Worst Case (Apr 2022),0.692
04/01/2024,LIRR,Best Case (Dec 2020),0.87
04/01/2024,LIRR,Midpoint (Dec 2020),0.795
04/01/2024,LIRR,Worst Case (Dec 2020),0.72
04/01/2024,LIRR,Best Case (Apr 2022),0.794
04/01/2024,LIRR,Midpoint (Apr 2022),0.7187
04/01/2024,LIRR,Worst Case (Apr 2022),0.643
04/01/2024,MNR,Best Case (Dec 2020),0.83
04/01/2024,MNR,Midpoint (Dec 2020),0.74
04/01/2024,MNR,Worst Case (Dec 2020),0.65
04/01/2024,MNR,Best Case (Apr 2022),0.751
04/01/2024,MNR,Midpoint (Apr 2022),0.6663
04/01/2024,MNR,Worst Case (Apr 2022),0.582
04/01/2024,SIR,Best Case (Dec 2020),0.92
04/01/2024,SIR,Midpoint (Dec 2020),0.875
04/01/2024,SIR,Worst Case (Dec 2020),0.83
04/01/2024,SIR,Best Case (Apr 2022),0.772
04/01/2024,SIR,Midpoint (Apr 2022),0.6455
04/01/2024,SIR,Worst Case (Apr 2022),0.645
04/01/2024,BT,Best Case (May 2020),1
04/01/2024,BT,Midpoint (May 2020),1
04/01/2024,BT,Worst Case (May 2020),1
04/01/2024,BT,Best Case (Nov 2020),1
04/01/2024,BT,Midpoint (Nov 2020),0.97
04/01/2024,BT,Worst Case (Nov 2020),0.94
04/01/2024,BT,Best Case (Dec 2020),1
04/01/2024,BT,Midpoint (Dec 2020),0.97
04/01/2024,BT,Worst Case (Dec 2020),0.94
04/01/2024,MTA Consolidated,Best Case (May 2020),1
04/01/2024,MTA Consolidated,Midpoint (May 2020),1
04/01/2024,MTA Consolidated,Worst Case (May 2020),1
04/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
04/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.85
04/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.78
04/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
04/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
04/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
04/01/2024,MTA Consolidated,Best Case (Apr 2022),0.786
04/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.72
04/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.655
05/01/2024,Subway,Best Case (Dec 2020),0.92
05/01/2024,Subway,Midpoint (Dec 2020),0.875
05/01/2024,Subway,Worst Case (Dec 2020),0.83
05/01/2024,Subway,Best Case (Apr 2022),0.781
05/01/2024,Subway,Midpoint (Apr 2022),0.7167
05/01/2024,Subway,Worst Case (Apr 2022),0.653
05/01/2024,Bus,Best Case (Dec 2020),0.91
05/01/2024,Bus,Midpoint (Dec 2020),0.875
05/01/2024,Bus,Worst Case (Dec 2020),0.84
05/01/2024,Bus,Best Case (Apr 2022),0.83
05/01/2024,Bus,Midpoint (Apr 2022),0.7632
05/01/2024,Bus,Worst Case (Apr 2022),0.696
05/01/2024,LIRR,Best Case (Dec 2020),0.87
05/01/2024,LIRR,Midpoint (Dec 2020),0.795
05/01/2024,LIRR,Worst Case (Dec 2020),0.72
05/01/2024,LIRR,Best Case (Apr 2022),0.797
05/01/2024,LIRR,Midpoint (Apr 2022),0.7211
05/01/2024,LIRR,Worst Case (Apr 2022),0.645
05/01/2024,MNR,Best Case (Dec 2020),0.83
05/01/2024,MNR,Midpoint (Dec 2020),0.74
05/01/2024,MNR,Worst Case (Dec 2020),0.65
05/01/2024,MNR,Best Case (Apr 2022),0.753
05/01/2024,MNR,Midpoint (Apr 2022),0.6679
05/01/2024,MNR,Worst Case (Apr 2022),0.583
05/01/2024,SIR,Best Case (Dec 2020),0.92
05/01/2024,SIR,Midpoint (Dec 2020),0.875
05/01/2024,SIR,Worst Case (Dec 2020),0.83
05/01/2024,SIR,Best Case (Apr 2022),0.781
05/01/2024,SIR,Midpoint (Apr 2022),0.6527
05/01/2024,SIR,Worst Case (Apr 2022),0.653
05/01/2024,BT,Best Case (May 2020),1
05/01/2024,BT,Midpoint (May 2020),1
05/01/2024,BT,Worst Case (May 2020),1
05/01/2024,BT,Best Case (Nov 2020),1
05/01/2024,BT,Midpoint (Nov 2020),0.97
05/01/2024,BT,Worst Case (Nov 2020),0.94
05/01/2024,BT,Best Case (Dec 2020),1
05/01/2024,BT,Midpoint (Dec 2020),0.97
05/01/2024,BT,Worst Case (Dec 2020),0.94
05/01/2024,MTA Consolidated,Best Case (May 2020),1
05/01/2024,MTA Consolidated,Midpoint (May 2020),1
05/01/2024,MTA Consolidated,Worst Case (May 2020),1
05/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
05/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.85
05/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.78
05/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
05/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
05/01/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
05/01/2024,MTA Consolidated,Best Case (Apr 2022),0.793
05/01/2024,MTA Consolidated,Midpoint (Apr 2022),0.727
05/01/2024,MTA Consolidated,Worst Case (Apr 2022),0.661
06/01/2024,Subway,Best Case (Dec 2020),0.92
06/01/2024,Subway,Midpoint (Dec 2020),0.875
06/01/2024,Subway,Worst Case (Dec 2020),0.83
06/01/2024,Subway,Best Case (Apr 2022),0.789
06/01/2024,Subway,Midpoint (Apr 2022),0.7247
06/01/2024,Subway,Worst Case (Apr 2022),0.66
06/01/2024,Bus,Best Case (Dec 2020),0.91
06/01/2024,Bus,Midpoint (Dec 2020),0.875
06/01/2024,Bus,Worst Case (Dec 2020),0.84
06/01/2024,Bus,Best Case (Apr 2022),0.835
06/01/2024,Bus,Midpoint (Apr 2022),0.7678
06/01/2024,Bus,Worst Case (Apr 2022),0.7
06/01/2024,LIRR,Best Case (Dec 2020),0.87
06/01/2024,LIRR,Midpoint (Dec 2020),0.795
06/01/2024,LIRR,Worst Case (Dec 2020),0.72
06/01/2024,LIRR,Best Case (Apr 2022),0.8
06/01/2024,LIRR,Midpoint (Apr 2022),0.7236
06/01/2024,LIRR,Worst Case (Apr 2022),0.647
06/01/2024,MNR,Best Case (Dec 2020),0.83
06/01/2024,MNR,Midpoint (Dec 2020),0.74
06/01/2024,MNR,Worst Case (Dec 2020),0.65
06/01/2024,MNR,Best Case (Apr 2022),0.755
06/01/2024,MNR,Midpoint (Apr 2022),0.6694
06/01/2024,MNR,Worst Case (Apr 2022),0.584
06/01/2024,SIR,Best Case (Dec 2020),0.92
06/01/2024,SIR,Midpoint (Dec 2020),0.875
06/01/2024,SIR,Worst Case (Dec 2020),0.83
06/01/2024,SIR,Best Case (Apr 2022),0.789
06/01/2024,SIR,Midpoint (Apr 2022),0.6599
06/01/2024,SIR,Worst Case (Apr 2022),0.66
06/01/2024,BT,Best Case (May 2020),1
06/01/2024,BT,Midpoint (May 2020),1
06/01/2024,BT,Worst Case (May 2020),1
06/01/2024,BT,Best Case (Nov 2020),1
06/01/2024,BT,Midpoint (Nov 2020),0.97
06/01/2024,BT,Worst Case (Nov 2020),0.94
06/01/2024,BT,Best Case (Dec 2020),1
06/01/2024,BT,Midpoint (Dec 2020),0.97
06/01/2024,BT,Worst Case (Dec 2020),0.94
06/01/2024,MTA Consolidated,Best Case (May 2020),1
06/01/2024,MTA Consolidated,Midpoint (May 2020),1
06/01/2024,MTA Consolidated,Worst Case (May 2020),1
06/01/2024,MTA Consolidated,Best Case (Nov 2020),0.92
06/01/2024,MTA Consolidated,Midpoint (Nov 2020),0.85
06/01/2024,MTA Consolidated,Worst Case (Nov 2020),0.78
06/01/2024,MTA Consolidated,Best Case (Dec 2020),0.91
06/01/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
